2022-03-08T14-40-56,32259,CVS Store #08377,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-04-07T05-34-07,32259,CVS Store #05190,NLP,NLP,NLP,20,04/06/2022 12:00:00 AM
2022-04-08T05-48-29,32259,CVS Store #08377,NLP,NLP,NLP,35,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,32259,CVS Store #05190,NLP,NLP,NLP,20,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,32259,CVS Store #05190,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,32259,CVS Store #08377,NLP,NLP,NLP,34,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,32259,CVS Store #08377,NLP,NLP,NLP,34,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,32259,CVS Store #05190,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,32259,CVS Store #05190,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,32259,CVS Store #08377,NLP,NLP,NLP,34,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-12T07-06-55,32259,CVS Store #08377,NLP,NLP,NLP,33,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,32259,CVS Store #05190,NLP,NLP,NLP,20,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/11/2022 12:00:00 AM
2022-04-13T09-20-57,32259,CVS Store #08377,NLP,NLP,NLP,32,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,32259,CVS Store #05190,NLP,NLP,NLP,20,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,32259,CVS Store #08377,NLP,NLP,NLP,32,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,32259,CVS Store #05190,NLP,NLP,NLP,20,04/12/2022 12:00:00 AM
2022-04-14T09-18-06,32259,Walgreens Store #07667,NLP,NLP,NLP,20,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,32259,CVS Store #08377,NLP,NLP,NLP,32,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,32259,CVS Store #05190,NLP,NLP,NLP,20,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/13/2022 12:00:00 AM
2022-04-15T06-03-51,32259,CVS Store #08377,NLP,NLP,NLP,30,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,32259,Walgreens Store #07667,NLP,NLP,NLP,20,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,32259,CVS Store #05190,NLP,NLP,NLP,20,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,32259,Walgreens Store #07667,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,32259,CVS Store #08377,NLP,NLP,NLP,29,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,32259,CVS Store #05190,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,32259,Walgreens Store #07667,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,32259,CVS Store #08377,NLP,NLP,NLP,29,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,32259,CVS Store #05190,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,32259,CVS Store #08377,NLP,NLP,NLP,29,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,32259,Walgreens Store #07667,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,32259,CVS Store #05190,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-19T05-39-24,32259,Walgreens Store #07667,NLP,NLP,NLP,20,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,32259,CVS Store #08377,NLP,NLP,NLP,29,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,32259,CVS Store #05190,NLP,NLP,NLP,19,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,32259,CVS Store #08377,NLP,NLP,NLP,27,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,32259,Walgreens Store #07667,NLP,NLP,NLP,20,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,32259,CVS Store #05190,NLP,NLP,NLP,19,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/18/2022 12:00:00 AM
2022-04-21T05-29-54,32259,Walgreens Store #07667,NLP,NLP,NLP,20,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,32259,CVS Store #08377,NLP,NLP,NLP,27,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,32259,CVS Store #05190,NLP,NLP,NLP,19,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/20/2022 12:00:00 AM
2022-04-22T05-26-18,32259,CVS Store #08377,NLP,NLP,NLP,26,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,32259,Walgreens Store #07667,NLP,NLP,NLP,20,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,32259,CVS Store #05190,NLP,NLP,NLP,18,04/21/2022 12:00:00 AM
2022-04-23T05-25-10,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,32259,Walgreens Store #07667,NLP,NLP,NLP,40,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,32259,CVS Store #08377,NLP,NLP,NLP,25,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,32259,Walgreens Store #09026,NLP,NLP,NLP,40,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,32259,CVS Store #05190,NLP,NLP,NLP,18,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,32259,Walgreens Store #07667,NLP,NLP,NLP,40,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,32259,CVS Store #08377,NLP,NLP,NLP,25,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,32259,Walgreens Store #09026,NLP,NLP,NLP,40,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,32259,CVS Store #05190,NLP,NLP,NLP,18,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,32259,Walgreens Store #07667,NLP,NLP,NLP,40,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,32259,CVS Store #08377,NLP,NLP,NLP,25,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,32259,CVS Store #05190,NLP,NLP,NLP,18,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,32259,Walgreens Store #09026,NLP,NLP,NLP,40,04/22/2022 12:00:00 AM
2022-04-26T05-20-54,32259,CVS Store #08377,NLP,NLP,NLP,23,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,32259,Walgreens Store #07667,NLP,NLP,NLP,40,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,32259,CVS Store #05190,NLP,NLP,NLP,17,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/25/2022 12:00:00 AM
2022-04-27T05-23-49,32259,Walgreens Store #09014,NLP,NLP,NLP,20,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,32259,CVS Store #08377,NLP,NLP,NLP,23,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,32259,Walgreens Store #07667,NLP,NLP,NLP,40,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,32259,Walgreens Store #09026,NLP,NLP,NLP,20,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,32259,CVS Store #05190,NLP,NLP,NLP,15,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,32259,Walgreens Store #07667,NLP,NLP,NLP,40,04/27/2022 12:00:00 AM
2022-04-28T09-22-45,32259,Walmart Pharmacy #928,NLP,NLP,NLP,20,04/27/2022 12:00:00 AM
2022-04-28T09-22-45,32259,Walgreens Store #09014,NLP,NLP,NLP,19,04/27/2022 12:00:00 AM
2022-04-28T09-22-45,32259,CVS Store #08377,NLP,NLP,NLP,23,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,32259,CVS Store #05190,NLP,NLP,NLP,15,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,32259,Walgreens Store #09026,NLP,NLP,NLP,19,04/27/2022 12:00:00 AM
2022-04-29T05-13-54,32259,Walmart Pharmacy #928,NLP,NLP,NLP,20,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,32259,Walgreens Store #09014,NLP,NLP,NLP,19,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,32259,CVS Store #08377,NLP,NLP,NLP,19,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,32259,Walgreens Store #07667,NLP,NLP,NLP,40,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,32259,CVS Store #05190,NLP,NLP,NLP,15,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,32259,Pharmacy 2,NLP,NLP,NLP,0,03/22/2022 12:00:00 AM
2022-04-29T05-13-54,32259,Walgreens Store #09026,NLP,NLP,NLP,17,04/28/2022 12:00:00 AM
2022-04-30T05-15-55,32259,Walgreens Store #07667,NLP,NLP,NLP,39,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,32259,Walmart Pharmacy #928,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,32259,CVS Store #08377,NLP,NLP,NLP,18,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,32259,CVS Store #07904,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,32259,Walgreens Store #09014,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,32259,CVS Store #05190,NLP,NLP,NLP,13,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,32259,Walgreens Store #09026,NLP,NLP,NLP,17,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,32259,Walgreens Store #07667,NLP,NLP,NLP,39,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,32259,Walgreens Store #09014,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,32259,CVS Store #08377,NLP,NLP,NLP,18,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,32259,CVS Store #07904,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,32259,Walmart Pharmacy #928,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,32259,CVS Store #05190,NLP,NLP,NLP,13,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,32259,Walgreens Store #09026,NLP,NLP,NLP,17,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,32259,CVS Store #07904,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,32259,Walgreens Store #09014,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,32259,CVS Store #08377,NLP,NLP,NLP,18,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,32259,Walgreens Store #07667,NLP,NLP,NLP,39,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,32259,Walmart Pharmacy #928,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,32259,CVS Store #05190,NLP,NLP,NLP,13,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,32259,Walgreens Store #09026,NLP,NLP,NLP,17,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,32259,CVS Store #07904,NLP,NLP,NLP,20,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,32259,Walgreens Store #09014,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,32259,Walgreens Store #07667,NLP,NLP,NLP,39,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,32259,Walmart Pharmacy #928,NLP,NLP,NLP,19,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,32259,CVS Store #05190,NLP,NLP,NLP,13,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,32259,CVS Store #08377,NLP,NLP,NLP,16,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,15,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,32259,Walgreens Store #09026,NLP,NLP,NLP,17,04/29/2022 12:00:00 AM
2022-05-04T05-12-02,32259,CVS Store #07904,NLP,NLP,NLP,20,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,32259,Walgreens Store #07667,NLP,NLP,NLP,39,04/29/2022 12:00:00 AM
2022-05-04T05-12-02,32259,Walmart Pharmacy #928,NLP,NLP,NLP,19,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,32259,Walgreens Store #09014,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-05-04T05-12-02,32259,CVS Store #08377,NLP,NLP,NLP,32,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,32259,CVS Store #05190,NLP,NLP,NLP,13,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,15,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,32259,Walgreens Store #09026,NLP,NLP,NLP,17,04/29/2022 12:00:00 AM
2022-05-05T09-49-47,32259,Walgreens Store #07667,NLP,NLP,NLP,39,04/29/2022 12:00:00 AM
2022-05-05T09-49-47,32259,Walmart Pharmacy #928,NLP,NLP,NLP,19,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,32259,Walgreens Store #09014,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-05-05T09-49-47,32259,CVS Store #07904,NLP,NLP,NLP,18,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,32259,CVS Store #08377,NLP,NLP,NLP,31,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,32259,CVS Store #05190,NLP,NLP,NLP,11,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,32259,Pharmacy 2,NLP,NLP,NLP,20,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,32259,Walgreens Store #09026,NLP,NLP,NLP,17,04/29/2022 12:00:00 AM
2022-05-05T09-49-47,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,15,05/03/2022 12:00:00 AM
2022-05-06T06-12-41,32259,Walmart Pharmacy #928,NLP,NLP,NLP,18,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,32259,Walgreens Store #07667,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,32259,CVS Store #07904,NLP,NLP,NLP,18,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,32259,Walgreens Store #09014,NLP,NLP,NLP,16,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,32259,CVS Store #05190,NLP,NLP,NLP,11,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,32259,CVS Store #08377,NLP,NLP,NLP,31,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,32259,Pharmacy 2,NLP,NLP,NLP,19,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,15,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,32259,Walgreens Store #09026,NLP,NLP,NLP,12,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,32259,Walgreens Store #07667,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,32259,Walmart Pharmacy #928,NLP,NLP,NLP,14,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,32259,Walgreens Store #09014,NLP,NLP,NLP,16,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,32259,CVS Store #05190,NLP,NLP,NLP,11,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,32259,CVS Store #08377,NLP,NLP,NLP,31,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,32259,CVS Store #07904,NLP,NLP,NLP,17,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,32259,Walgreens Store #09026,NLP,NLP,NLP,12,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,15,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,32259,Pharmacy 2,NLP,NLP,NLP,19,05/05/2022 12:00:00 AM
2022-05-08T10-02-59,32259,Walmart Pharmacy #928,NLP,NLP,NLP,14,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,32259,Walgreens Store #07667,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-08T10-02-59,32259,Walgreens Store #09014,NLP,NLP,NLP,16,05/05/2022 12:00:00 AM
2022-05-08T10-02-59,32259,CVS Store #08377,NLP,NLP,NLP,31,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,32259,CVS Store #07904,NLP,NLP,NLP,17,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,32259,CVS Store #05190,NLP,NLP,NLP,11,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,15,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,32259,Pharmacy 2,NLP,NLP,NLP,19,05/05/2022 12:00:00 AM
2022-05-08T10-02-59,32259,Walgreens Store #09026,NLP,NLP,NLP,12,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,32259,Walmart Pharmacy #928,NLP,NLP,NLP,14,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,32259,Walgreens Store #09014,NLP,NLP,NLP,16,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,32259,Walgreens Store #07667,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,32259,CVS Store #07904,NLP,NLP,NLP,17,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,32259,CVS Store #05190,NLP,NLP,NLP,11,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,32259,CVS Store #08377,NLP,NLP,NLP,31,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,32259,Walgreens Store #09026,NLP,NLP,NLP,12,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,15,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,32259,Pharmacy 2,NLP,NLP,NLP,19,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,32259,Walgreens Store #07667,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,32259,Walgreens Store #09014,NLP,NLP,NLP,16,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,32259,Walmart Pharmacy #928,NLP,NLP,NLP,14,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,32259,CVS Store #07904,NLP,NLP,NLP,17,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,32259,CVS Store #08377,NLP,NLP,NLP,28,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,32259,CVS Store #05190,NLP,NLP,NLP,28,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,32259,Pharmacy 2,NLP,NLP,NLP,19,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,15,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,32259,Walgreens Store #09026,NLP,NLP,NLP,12,05/05/2022 12:00:00 AM
2022-05-11T06-51-12,32259,Walmart Pharmacy #928,NLP,NLP,NLP,13,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,32259,Walgreens Store #07667,NLP,NLP,NLP,10,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,32259,Walgreens Store #09014,NLP,NLP,NLP,11,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,32259,CVS Store #08377,NLP,NLP,NLP,28,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,32259,CVS Store #07904,NLP,NLP,NLP,17,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,32259,Walgreens Store #09026,NLP,NLP,NLP,9,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,32259,Pharmacy 2,NLP,NLP,NLP,19,05/05/2022 12:00:00 AM
2022-05-11T06-51-12,32259,CVS Store #05190,NLP,NLP,NLP,28,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,32259,Walmart Pharmacy #5819,NLP,NLP,NLP,15,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,32259,Walgreens Store #07667,NLP,NLP,NLP,6,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,32259,Walmart Pharmacy #928,NLP,NLP,NLP,13,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,32259,Walgreens Store #09014,NLP,NLP,NLP,10,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,32259,CVS Store #07904,NLP,NLP,NLP,16,05/11/2022 12:00:00 AM
