Provider Name,Address1,Address2,City,State,Zip,Last Report Date,Public Website,Phone Number,Geopoint
CVS Store #04024,5466 THOMASVILLE RD N,CVS Pharmacy,TALLAHASSEE,FL,32312,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.229075 30.542035)
CVS Store #05653,1950 BUFORD HWY.,CVS Pharmacy,BUFORD,GA,30518,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.002885 34.107375)
CVS Store #00295,504 S OXFORD VALLEY RD,CVS Pharmacy,FAIRLESS HILLS,PA,19030,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.85105 40.16933)
CVS Store #05458,2565 LONDON GROVEPORT RD.,CVS Pharmacy,GROVE CITY,OH,43123,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.074212 39.83834)
CVS Store #05190,430 SR 13,CVS Pharmacy,JACKSONVILLE,FL,32259,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.626 30.12082)
CVS Store #08895,775 E. FOOTHILL BOULEVARD,CVS Pharmacy,POMONA,CA,91767,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.73732 34.10719)
MOSES LAKE COMMUNITY HEALTH CENTER,605 Coolidge Street,,Moses Lake,WA,98837,03/28/2022 12:00:00 AM,http://www.mlchc.org,509-765-0674,POINT (-119.26184 47.12927)
CVS Store #04612,4562 HWY 20 E,CVS Pharmacy,NICEVILLE,FL,32578,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.41628 30.48421)
CVS Store #17345,1911 TOWNE CENTRE BLVD,CVS Pharmacy,ANNAPOLIS,MD,21401,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-76.54174 38.98057)
Winters Healthcare Foundation Inc.,172 E. Grant Avenue,,Winters,CA,95694,03/25/2022 12:00:00 AM,,,POINT (-121.966515 38.526135)
CVS Store #02426,5120 HIGHWAY 153,CVS Pharmacy,HIXSON,TN,37343,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.238492 35.122915)
KROGER PHARMACY 02400768,1600 LEESTOWN RD #150,,LEXINGTON,KY,40511,,https://www.kroger.com/health/clinic,,POINT (-84.527308 38.065655)
CVS Store #00937,100 D N. MAIN ST.,CVS Pharmacy,CARVER,MA,02330,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.80249 41.91564)
CVS Store #04428,8600 HIXSON PIKE,CVS Pharmacy,HIXSON,TN,37343,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.15822 35.20074)
CVS Store #05997,2017 COON RAPIDS BLVD.,CVS Pharmacy,COON RAPIDS,MN,55433,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.318625 45.161885)
CVS Store #02968,11 THEATRE CTR.,CVS Pharmacy,SPARTA,NJ,07871,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.63593 41.03085)
Walgreens Store #12534,1301 N US HIGHWAY 31,,PETOSKEY,MI,49770,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-1301+n+highway+highway%2031-petoskey-mi-49770/id=12534,,POINT (-84.91053 45.38952)
Community Clinic Springdale,"614 E. Emma Ave., Suite 300",,Springdale,AR,72764,03/31/2022 12:00:00 AM,http://www.communityclinicnwa.org,479-751-7417,POINT (-94.12291 36.1854)
CVS Store #00716,269A LIVINGSTON ST.,CVS Pharmacy,NORTHVALE,NJ,07647,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.95787 40.99165)
CVS Store #00017,18591 N 59TH AVE,CVS Pharmacy,GLENDALE,AZ,85308,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-112.185546 33.653775)
CVS Store #08753,3637 N SOUTHPORT,CVS Pharmacy,CHICAGO,IL,60613,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.663675 41.948175)
Walgreens Store #09251,3520 S BALDWIN RD,,LAKE ORION,MI,48359,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-3520+s+baldwin+rd-lake%20orion-mi-48359/id=9251,,POINT (-83.308442 42.728385)
Ingham County Community Health Cent,2316 S Cedar St,,Lansing,MI,48910,,,,POINT (-84.549065 42.70792)
CVS Store #03401,12955 SW 112TH ST,CVS Pharmacy,MIAMI,FL,33186,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.406625 25.66441)
GRADY MEMORIAL HOSPITAL,2220 W. Iowa Ave,,Chickasha,OK,73018,03/30/2022 12:00:00 AM,,,POINT (-97.9613 35.04924)
CVS Store #06633,7496 ROCKFISH RD.,CVS Pharmacy,FAYETTEVILLE,NC,28306,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-79.01563 34.98205)
PhysicianOne UrgCare/West Hartford,"21 North Main Street, Suite B",,West Hartford,CT,06107,03/30/2022 12:00:00 AM,,,POINT (-72.74254 41.763605)
FIRST CHOICE URGENT CARE - SOUTH,29628 SOUTHFIELD RD,,SOUTHFIELD,MI,48076,,,,POINT (-83.22283 42.507605)
45th Medical Support Group,1383 South Patrick Drive,Bldg 1372,Patrick AFB,FL,32925,,,,POINT (-80.60795 28.2358)
CVS Store #07016,10317 OCEAN HIGHWAY 17 SOUTH,CVS Pharmacy,PAWLEYS ISLAND,SC,29585,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-79.13062 33.43835)
CVS Store #05591,178 TURNERSBURG HWY,CVS Pharmacy,STATESVILLE,NC,28625,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.875257 35.812295)
CVS Store #17016,530 RANDALL RD,CVS Pharmacy,SOUTH ELGIN,IL,60177,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.34391 41.97592)
ExpressCare of Sinai,2401 W Belvedere Ave,,Baltimore,MD,21215,,,,POINT (-76.66205 39.35248)
CVS Store #00217,"1900 MAIN ST,",CVS Pharmacy,TEWKSBURY,MA,01876,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.20226 42.59099)
CVS Store #08990,12980 BANDERA RD,CVS Pharmacy,HELOTES,TX,78023,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-98.68601 29.564285)
CVS Store #08262,39350 NINE MILE RD,CVS Pharmacy,NORTHVILLE,MI,48167,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.43374 42.45359)
CVS Store #05253,8801 W LINEBAUGH AVE,CVS Pharmacy,TAMPA,FL,33626,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.583462 28.04512)
KROGER PHARMACY 02400774,212 KROGER WAY,,VERSAILLES,KY,40383,03/31/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-84.71109 38.05248)
CVS Store #02061,1797 DUTCH BROADWAY,CVS Pharmacy,ELMONT,NY,11003,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.709425 40.68961)
Walgreens Store #04948,101 LILY CACHE LN,,BOLINGBROOK,IL,60440,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-101+lily+cache+ln-bolingbrook-il-60440/id=4948,,POINT (-88.06907 41.69069)
CVS Store #08543,1914 SWIFT ST.,CVS Pharmacy,NORTH KANSAS CITY,MO,64116,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-94.57794 39.14227)
Richford Health Center,44 Main St Ste 200,,Richford,VT,05476-1141,03/29/2022 12:00:00 AM,http://www.notchvt.org,802-255-5500,POINT (-72.673151 44.996445)
CVS Store #02798,3951 W. 103RD ST.,CVS Pharmacy,CHICAGO,IL,60655,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.72023 41.705295)
Mag-49/ HMLA-773 Belle Chasse LA,400 Russell Ave Bldg 263,,Belle Chasse,LA,70037,,,,POINT (-90.01192 29.82877)
SUNSET CHC INC Yuma SITE,2060 West 24th Street,,Yuma,AZ,85364,03/31/2022 12:00:00 AM,https://mysunsethealth.org/,928-819-8999,POINT (-114.644485 32.68444)
CVS Store #01238,555 MAIN STREET,CVS Pharmacy,MEDFIELD,MA,02052,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.30921 42.18615)
CVS Store #08437,188 LINDEN ST.,CVS Pharmacy,WELLESLEY,MA,02482,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.29284 42.30133)
Capitol Medical Group,8401 CONNECTICUT AVENUE,SUITE 201,CHEVY CHASE,MD,20815,03/31/2022 12:00:00 AM,,,POINT (-77.07615 38.99442)
628th MDSS,204 W Hill Blvd,Bldg 1001,Charleston,SC,29404-4704,,,,POINT (-80.05833 32.89705)
Walgreens Store #05437,17511 BRUCE B DOWNS BLVD,,TAMPA,FL,33647,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-17511+bruce+b+downs+blvd-tampa-fl-33647/id=5437,,POINT (-82.368405 28.12664)
CVS Store #08337,2004 NORTH GOLIAD,CVS Pharmacy,ROCKWALL,TX,75087,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-96.461873 32.950745)
Walgreens Store #15907,800 DEVON AVE,,PARK RIDGE,IL,60068,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-800+devon+devon+ave-park%20ridge-il-60068/id=15907,,POINT (-87.835995 41.997415)
CVS Store #01459,12359 GEORGIA AVENUE,CVS Pharmacy,SILVER SPRING,MD,20906,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.04987 39.06044)
CVS Store #07783,2324 US HIGHWAY 17,CVS Pharmacy,RICHMOND HILL,GA,31324,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.31339 31.95015)
KROGER PHARMACY 02100869,11700 OLIO RD,,FISHERS,IN,46037,,https://www.kroger.com/health/clinic,,POINT (-85.922149 39.95967)
KROGER PHARMACY 02400359,1650 BRYAN STATION ROAD,STE 190,LEXINGTON,KY,40505,03/31/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-84.46343 38.05929)
FPCN- 4700 Wissahickon Ave,4700 Wissahickon Ave Building D,Suite 119,Philadelphia,PA,19144,03/28/2022 12:00:00 AM,http://www.rhd.org,215-843-9720,POINT (-75.17404 40.01539)
CVS Store #03584,209 SOUTH STATE ST.,CVS Pharmacy,ANN ARBOR,MI,48104,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.740492 42.27992)
METROPOLITAN NASHVILLE GEN HOSPITAL,1818 Albion St,Attn: Pharmacy,Nashville,TN,37208,,,,POINT (-86.807205 36.16706)
Mount Clemens,18 Market St Ste C,,Mount Clemens,MI,48043,03/25/2022 12:00:00 AM,http://www.mycarehealthcenter.org,586-783-2222,POINT (-82.875406 42.59829)
Walgreens Store #06455,115 FIELDS ST,,MOORESVILLE,IN,46158,03/31/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-86.356215 39.6163)
CVS Store #06437,3801 HILLSBORO RPIKE,CVS Pharmacy,NASHVILLE,TN,37215,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.812575 36.108945)
CVS Store #05928,14380 MCGRAWS CORNER DR.,CVS Pharmacy,GAINESVILLE,VA,20155,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.618765 38.795135)
CVS Store #01742,2901 WESLEY CHAPEL STOUTS RD.,CVS Pharmacy,MONROE,NC,28110,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.64494 35.04802)
CVS Store #06205,10490 SHELBYVILLE RD.,CVS Pharmacy,LOUISVILLE,KY,40223,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.560065 38.244755)
21st Medical Group,559 Vincent St,Bldg 959,Peterson AFB,CO,80914,,,,POINT (-104.703302 38.8263)
CVS Store #01556,1170 EMMETT STREET N.,CVS Pharmacy,CHARLOTTESVILLE,VA,22903,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.49942 38.05218)
Daughters of Charity - Carrollton,3201 S Carrollton Ave,,New Orleans,LA,70118,03/31/2022 12:00:00 AM,,504-207-3060,POINT (-90.11398 29.96162)
CVS Store #01927,137 ROUTE 22 EAST,CVS Pharmacy,GREEN BROOK,NJ,08812,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.474315 40.6034)
PhysicianOne UrgCare/Norwalk,346 Main Ave,,Norwalk,CT,06851,03/30/2022 12:00:00 AM,,,POINT (-73.42483 41.13839)
CVS Store #17591,1200 N LARRABEE ST,CVS Pharmacy,CHICAGO,IL,60610,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.64334 41.90378)
CVS Store #07017,1130 S. VETERANS PKWY,CVS Pharmacy,BLOOMINGTON,IL,61704,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.961862 40.460575)
CVS Store #10407,298 MULBERRY ST.,CVS Pharmacy,NEW YORK,NY,10012,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.99468 40.72519)
Walgreens Store #03232,429 W PIKE ST,,GOSHEN,IN,46526,03/31/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-85.842539 41.58944)
CVS Store #01011,311 NEWBURY ST.,CVS Pharmacy,DANVERS,MA,01923,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.965085 42.58692)
Walmart Pharmacy #494,1025 Highway 34 E,,Newnan,GA,30265,03/31/2022 12:00:00 AM,https://www.walmarthealth.com/,,POINT (-84.743865 33.39398)
CVS Store #01410,415 MONROE AVENUE,CVS Pharmacy,ALEXANDRIA,VA,22301,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.05468 38.82057)
KROGER PHARMACY 02600575,2600 MEMORIAL BLVD,,SPRINGFIELD,TN,37172,03/31/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-86.86368 36.48855)
CVS Store #08784,8116 S LAS VEGAS BLVD,CVS Pharmacy,LAS VEGAS,NV,89123,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-115.17163 36.04185)
South Fallsburg Health Center,36 Laurel Ave,,South Fallsburg,NY,12779,,http://www.refuahhealth.org,845-482-9394,POINT (-74.62856 41.712075)
CVS Store #16471,1650 NEW BRIGHTON BLVD,CVS Pharmacy,MINNEAPOLIS,MN,55413,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.22931 45.00482)
PHS-PLAINS REGIONAL MC PHARMACY,2401 W. 21ST ST.,,CLOVIS,NM,88101,03/21/2022 12:00:00 AM,,,POINT (-103.23519 34.41828)
CVS Store #06551,523 SOUTH STATE ROAD 67,CVS Pharmacy,MOORESVILLE,IN,46158,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.3734 39.60219)
CVS Store #02401,1880 OCEAN STREET,CVS Pharmacy,MARSHFIELD,MA,02050,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.70453 42.09251)
Walgreens Store #09057,18433 N 19TH AVE,,PHOENIX,AZ,85023,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-18433+n+19th+ave-phoenix-az-85023/id=9057,,POINT (-112.099162 33.653865)
Benson Health,3333 NC Hwy 242 North,,Benson,NC,27504,03/28/2022 12:00:00 AM,,,POINT (-78.536765 35.4196)
JAY C PHARMACY 02400057,9501 COUNTY ROAD 403,,CHARLESTOWN,IN,47111,,https://www.kroger.com/health/clinic,,POINT (-85.6729 38.45296)
KING SOOPERS PHARMACY 62000027,9551 S UNIVERSITY BLVD,,LITTLETON,CO,80126,03/31/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-104.94453 39.5428)
CVS Store #02736,3710 HIGHWAY 17 BYPASS,CVS Pharmacy,MURRELLS INLET,SC,29576,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-79.03469 33.56807)
SCH Martinsburg,99 Tavern Rd,,Martinsburg,WV,25401,03/31/2022 12:00:00 AM,http://www.shencommhealth.com,304-263-4999,POINT (-77.96641 39.47397)
Walgreens Store #05972,12001 EUCLID ST,,GARDEN GROVE,CA,92840,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-12001+euclid+st-garden-grove-ca-92840/id=5972,,POINT (-117.94231 33.78795)
CVS Store #04000,2501 WARREN RD,CVS Pharmacy,INDIANA,PA,15701,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-79.189235 40.60972)
CVS Store #01540,3411 SOCASTEE BLVD.,CVS Pharmacy,MYRTLE BEACH,SC,29588,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.96102 33.68479)
CVS Store #07477,2712 HIGHWAY 365,CVS Pharmacy,NEDERLAND,TX,77627,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.98709 29.9544)
Zephyrhills Family Hlth Ctr,37920 Medical Arts Court,,ZEPHYRHILLS,FL,33541,03/21/2022 12:00:00 AM,,,POINT (-82.18911 28.263)
CVS Store #04359,5783 DARROW RD.,CVS Pharmacy,HUDSON,OH,44236,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.44024 41.22279)
Rural Hlth Group - Halifax Med Spec,270 Smith Church Rd,,Roanoke Rapids,NC,27870,03/18/2022 12:00:00 AM,http://www.rhgnc.org,252-537-0134,POINT (-77.65102 36.43225)
CVS Store #07156,605 W. CAMPBELL RD.,CVS Pharmacy,RICHARDSON,TX,75080,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-96.740915 32.977655)
CVS Store #16394,10301 NEW GUINEA RD,CVS Pharmacy,FAIRFAX,VA,22032,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.30115 38.79881)
CVS Store #04263,1676 NORTH HIGHWAY 17,CVS Pharmacy,MOUNT PLEASANT,SC,29464,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-79.8401 32.82446)
CVS Store #03329,11706 CLIFTON BOULEVARD,CVS Pharmacy,LAKEWOOD,OH,44107,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.76936 41.488105)
CVS Store #00549,61-15 METROPOLITAN AVE.,CVS Pharmacy,RIDGEWOOD,NY,11385,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.90131 40.71283)
CVS Store #05942,7285 S. DURANGO DR.,CVS Pharmacy,LAS VEGAS,NV,89113,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-115.27978 36.056105)
East Bay Fam Hlth Ctr,6 John H Chafee Blvd,,Newport,RI,02840,03/18/2022 12:00:00 AM,http://www.ebcap.org,401-848-2160,POINT (-71.31226 41.51698)
DILLON PHARMACY 61500049,10222 W 21ST ST N,,WICHITA,KS,67205,03/31/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-97.460896 37.723845)
CVS Store #02257,271 MAMMOTH ROAD,CVS Pharmacy,MANCHESTER,NH,03109,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.43129 42.98268)
CVS Store #06998,9805 GEIST CROSSING DR.,CVS Pharmacy,INDIANAPOLIS,IN,46256,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.9935 39.89976)
MINNEAPOLIS HEALTH CLINIC GOLDEN,4825 OLSON MEMORIAL HIGHWAY,SUITE 101,GOLDEN VALLEY,MN,55422,03/30/2022 12:00:00 AM,,,POINT (-93.340532 44.983715)
Walgreens Store #10336,1538 E CHAPMAN AVE,,ORANGE,CA,92866,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-1538+e+chapman+ave-orange-ca-92866/id=10336,,POINT (-117.836955 33.78726)
CVS Store #17012,4191 THE CIRCLE AT NORTH HILLS ST,CVS Pharmacy,RALEIGH,NC,27609,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.64232 35.83636)
CVS Store #10053,"400 MID RIVERS MALL DR.,",CVS Pharmacy,SAINT PETERS,MO,63376,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-90.625255 38.789295)
CVS Store #00729,799 HOPE STREET,CVS Pharmacy,PROVIDENCE,RI,02906,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.39465 41.84901)
Tsaile Health Center,23 HIGHWAY 64 and 12,,TSAILE,AZ,86556,03/31/2022 12:00:00 AM,,,POINT (-112.12069 36.055829)
Walgreens Store #07546,2075 GRAYSON HWY,,GRAYSON,GA,30017,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-2075+grayson+grayson+hwy-grayson-ga-30017/id=7546,,POINT (-83.95694 33.89414)
KODIAK COMMUNITY HEALTH CENTER,1911 E. Rezanof Dr,,Kodiak,AK,99615,,,,POINT (-152.37546 57.80087)
Walgreens Store #04940,305 W ROLLINS RD,,ROUND LAKE BEACH,IL,60073,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-305+w+rollins+rd-round%20lake%20beach-il-60073/id=4940,,POINT (-88.08227 42.37935)
CVS Store #05980,949 LIVINGSTON AVE.,CVS Pharmacy,NORTH BRUNSWICK,NJ,08902,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.47035 40.47048)
Northern Maine Medical Center,194 E Main Street,,Fort Kent,ME,04743,03/31/2022 12:00:00 AM,,,POINT (-68.59148 47.26467)
CVS Store #01821,1690 S FEDERAL HWY,CVS Pharmacy,DELRAY BEACH,FL,33483,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.07063 26.44172)
CVS Store #10034,611 DUNCAN AVE.,CVS Pharmacy,PITTSBURGH,PA,15237,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.02331 40.567815)
CVS Store #02587,27713 LORAIN RD.,CVS Pharmacy,NORTH OLMSTED,OH,44070,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.929015 41.412405)
CVS Store #09210,10653 N. SCOTTSDALE RD.,CVS Pharmacy,SCOTTSDALE,AZ,85254,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-111.92415 33.5833)
Belcourt SU  - Quentin N. Burdik,1300 Hospital Loop,,BELCOURT,ND,58316,,,,POINT (-99.74867 48.84334)
KROGER PHARMACY 01400959,8000 PRINCETON GLENDALE RD,,WEST CHESTER,OH,45069,03/31/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-84.45816 39.35946)
56 MDSS/SGSL FM4887,7219 N. Litchfield Rd,Bldg 1130,Luke AFB,AZ,85309,,,,POINT (-112.35647 33.54119)
THE CHILDRENS CLINIC FHC SMTF,455 e. Columbia st suite 201,,long beach,CA,90806,04/01/2022 12:00:00 AM,,,POINT (-118.18737 33.80937)
Alcona Health Center Alpena Service,1185 US HIGHWAY 23 N,,ALPENA,MI,49707,03/25/2022 12:00:00 AM,http://alconahealthcenters.org,989-356-4049,POINT (-83.45757 45.08859)
CVS Store #06402,127 S. MAIN ST.,CVS Pharmacy,DAVIDSON,NC,28036,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.84855 35.49814)
KROGER PHARMACY 01600842,5965 HOOVER RD,,GROVE CITY,OH,43123,03/31/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-83.074805 39.841025)
CVS Store #05694,9389 DAYTON PIKE,CVS Pharmacy,SODDY-DAISY,TN,37379,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.199135 35.23776)
Walgreens Store #05293,4895 PALM AVE,,HIALEAH,FL,33012,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-4895+palm+ave-hialeah-fl-33012/id=5293,,POINT (-80.28273 25.866425)
KROGER PHARMACY 01400838,1161 E DAYTON YELLOW SPRINGS RD,,FAIRBORN,OH,45324,,https://www.kroger.com/health/clinic,,POINT (-83.995 39.785975)
CVS Store #02762,462 ELIZABETH AVE.,CVS Pharmacy,SOMERSET,NJ,08873,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.54113 40.529)
Walgreens Store #02136,4090 E GALBRAITH RD,,DEER PARK,OH,45236,03/31/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-4090+e+galbraith+rd-deer%20park-oh-45236/id=2136,,POINT (-84.39952 39.20935)
KROGER PHARMACY 02600530,9161 MIDDLEBROOK PIKE,,KNOXVILLE,TN,37923,03/31/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-84.09364 35.94274)
CVS Store #03344,4050 DEAN LAKE BLVD.,CVS Pharmacy,SHAKOPEE,MN,55379,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.46766 44.77893)
CVS Store #01138,11591 OLIO RD.,CVS Pharmacy,FISHERS,IN,46037,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.91776 39.957255)
CVS Store #08076,3010 WALTON BLVD.,CVS Pharmacy,ROCHESTER HILLS,MI,48309,03/31/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.194787 42.681277)
